nCPUs,expN,Execution Time
0.5,52,3.417497158050537
0.5,53,4.257586240768433
0.5,54,2.4222233295440674
0.5,55,3.4092838764190674
0.5,56,3.331779718399048
0.5,57,2.509249687194824
0.5,58,2.6923813819885254
0.5,59,2.7354533672332764
0.5,60,2.3837406635284424
0.5,61,2.3810741901397705
0.5,62,2.549680233001709
0.5,63,3.408278226852417
0.5,64,3.7510831356048584
0.5,65,2.5537359714508057
0.5,66,2.5172479152679443
0.5,67,2.3989555835723877
0.5,68,2.513709545135498
0.5,69,2.5641391277313232
0.5,70,2.5051119327545166
0.5,71,2.8792426586151123
0.5,72,2.9020156860351562
0.5,73,2.6276426315307617
0.5,74,2.8835461139678955
0.5,75,3.35302734375
0.5,76,3.5081331729888916
0.5,77,2.757201671600342
0.5,78,2.3644721508026123
0.5,79,3.7075304985046387
0.5,80,3.4687533378601074
0.5,81,2.884152889251709
0.5,82,2.446659803390503
0.5,83,3.7471415996551514
0.5,84,3.412782907485962
0.5,85,3.0162582397460938
0.5,86,3.2835164070129395
0.5,87,3.3314099311828613
0.5,88,2.7223293781280518
0.5,89,4.17278790473938
0.5,90,3.3908605575561523
0.5,91,2.2857720851898193
0.5,92,2.3985633850097656
0.5,93,2.662109136581421
0.5,94,2.5328426361083984
0.5,95,2.7337863445281982
0.5,96,2.3517675399780273
0.5,97,3.3222312927246094
0.5,98,2.5044727325439453
0.5,99,3.547224760055542
